"fit_model","Subject","ACC","LogL","LogPr","LogPo","AIC","BIC","param_1","param_2","param_3"
"Utility","10",100,51.4,NA,NA,108.8,120.46,0,0.9839216456645,1.48871404360202
"Utility","11",100,104.96,NA,NA,215.92,227.58,0,0.890286673215463,1.07146304392269
"Utility","12",100,259.29,NA,NA,524.58,536.24,0.01,0.01,0.01
"Utility","13",100,126.14,NA,NA,258.28,269.94,0.949653741897901,0.886524524593947,1.6373736843795
"Utility","14",100,133.45,NA,NA,272.9,284.56,0.9624625098496,0.796285994033406,1.98775805437426
"Utility","15",100,186.84,NA,NA,379.68,391.34,1,0.834252061335999,1.20330365594646
"Utility","16",100,126.84,NA,NA,259.68,271.34,0.952276047842349,1,1.15217659033941
"Utility","17",100,203.37,NA,NA,412.74,424.4,0.722150114440673,0.0203920786192401,1.88682243877982
"Utility","18",100,231.05,NA,NA,468.1,479.76,0,0.409710107553493,0.252618475123798
"Utility","19",100,235.41,NA,NA,476.82,488.48,1,0.623033444697832,2.55001179864926
"Utility","20",100,105.28,NA,NA,216.56,228.22,1,0.986013634511244,1.290850532584
"Utility","21",100,38.87,NA,NA,83.74,95.4,7.90615437930092e-05,0.774320241233441,3.080908815888
"Utility","22",100,37.93,NA,NA,81.86,93.52,0,0.932649852861998,1.38390369496686
"Utility","23",100,108.24,NA,NA,222.48,234.14,1,0.991634154801641,1.04842867894936
"Utility","24",100,231.45,NA,NA,468.9,480.56,0,1,0.0217532793579893
"Utility","25",100,91.55,NA,NA,189.1,200.76,0,0.857803008187319,1.38232231448468
"Utility","26",100,238.12,NA,NA,482.24,493.9,0.905495116663061,0.643870402447761,0.0770511881974271
"Utility","27",100,135.3,NA,NA,276.6,288.26,0.974697065854547,0.732823193369762,3.24272514532672
"Utility","28",100,213.1,NA,NA,432.2,443.86,0.980877262410378,0.679465476101755,0.137102844718865
"Utility","29",100,127.41,NA,NA,260.82,272.48,0.00143229197063065,0.835356924987967,1.72401031969514
"Utility","31",100,57.84,NA,NA,121.68,133.34,0,0.844148711256057,1.82462537007017
"Utility","32",100,255.34,NA,NA,516.68,528.34,0.01,0.01,0.01
"Utility","34",100,28.73,NA,NA,63.46,75.12,0,1,1.90682774911431
"Utility","35",100,146.3,NA,NA,298.6,310.26,0.962259982406541,0.737581164044497,3.00023384286248
"Utility","36",100,223.27,NA,NA,452.54,464.2,0.914304995420216,0.987188889970005,0.891102348293288
"Utility","37",100,86.02,NA,NA,178.04,189.7,0,0.76965033371535,2.31470283840368
"Utility","38",100,249.53,NA,NA,505.06,516.72,0.0167082039324994,0.00776393202250021,0
"Utility","39",100,247.33,NA,NA,500.66,512.32,0,0.778227063176134,0.0560322868202387
"Utility","40",100,179.19,NA,NA,364.38,376.04,0.971379967748876,0.699361776650006,1.86282136553129
"Utility","41",100,149.63,NA,NA,305.26,316.92,0.96614432171371,0.649689460277083,4.10862886190553
"Utility","42",100,82.14,NA,NA,170.28,181.94,0.926824061612286,0.80703438563414,4.69409216771479
"Utility","43",100,39.27,NA,NA,84.54,96.2,0,0.836012768455758,2.15098867497935
"Utility","44",100,59.48,NA,NA,124.96,136.62,0.00108603426763729,0.80136599520601,3.17102520414477
"Utility","45",100,247.54,NA,NA,501.08,512.74,0.01,0.01,0.01
"Utility","46",100,129.73,NA,NA,265.46,277.12,0.00343986827096227,1,0.782860514697612
"Utility","47",100,219.57,NA,NA,445.14,456.8,1,0.667789124010641,4.0024150018129
"Utility","48",100,164.68,NA,NA,335.36,347.02,0,0.913957097222584,0.632002242380932
"Utility","49",100,205.19,NA,NA,416.38,428.04,0.676527768619423,1,0.0522793832041593
"Utility","50",100,259.8,NA,NA,525.6,537.26,0.0465857922666988,0.473505451216518,5
"Utility","51",100,129.4,NA,NA,264.8,276.46,0,0.670645882126154,3.54042005055286
"Utility","52",100,231.4,NA,NA,468.8,480.46,0.992049375659116,0.935487379259214,0.645495290401258
"Utility","53",100,163.48,NA,NA,332.96,344.62,0.976087148172786,0.693844789397774,2.68263098249707
"Utility","54",100,286.79,NA,NA,579.58,591.24,0.01,0.01,0.01
"Utility","55",100,251.46,NA,NA,508.92,520.58,0.01,0.01,0.01
"Utility","56",100,70.87,NA,NA,147.74,159.4,0,0.91657924446952,1.24125258598728
"Utility","57",100,410.04,NA,NA,826.08,837.74,1,0.962038904164158,4.20952556014667
"Utility","58",100,91.22,NA,NA,188.44,200.1,0,0.726912726269982,2.82105899836463
"Utility","59",100,68.67,NA,NA,143.34,155,0,0.723989660771062,3.11139979847674
