"fit_model","Subject","ACC","LogL","LogPr","LogPo","AIC","BIC","param_1","param_2","param_3"
"RSTD","101",100,228.8,NA,NA,463.6,475.26,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","102",100,80.7,NA,NA,167.4,179.06,0.0905039695475063,0.636595156648917,0.740572054413843
"RSTD","103",100,257.72,NA,NA,521.44,533.1,0.0831116392459842,0.0951998213757742,0.740572054413843
"RSTD","104",100,34.72,NA,NA,75.44,87.1,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","105",100,60.11,NA,NA,126.22,137.88,0.0510408559146975,0.545944367783169,3.80647637782354
"RSTD","106",100,235.32,NA,NA,476.64,488.3,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","107",100,219.97,NA,NA,445.94,457.6,0.349853684749332,0.812746561903625,0.252380323826036
"RSTD","108",100,189.22,NA,NA,384.44,396.1,0.391828687034042,0.693116236642749,0.255276296150969
"RSTD","109",100,195.75,NA,NA,397.5,409.16,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","110",100,67.01,NA,NA,140.02,151.68,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","111",100,62.61,NA,NA,131.22,142.88,0.107191299773707,0.636163739126873,0.740572054413843
"RSTD","113",100,166.03,NA,NA,338.06,349.72,0.629768944199488,0.888640146323365,0.740572054413843
"RSTD","114",100,336.9,NA,NA,679.8,691.46,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","115",100,200.74,NA,NA,407.48,419.14,0.358600109492165,0.292691194784523,0.130445418996582
"RSTD","116",100,219.3,NA,NA,444.6,456.26,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","117",100,230.39,NA,NA,466.78,478.44,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","118",100,143.93,NA,NA,293.86,305.52,0.350529062616514,0.822747007760767,4.81139168328461
"RSTD","119",100,16.2,NA,NA,38.4,50.06,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","120",100,260.22,NA,NA,526.44,538.1,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","121",100,172.95,NA,NA,351.9,363.56,0.455508263256801,0.653839689679131,0.487551978186427
"RSTD","122",100,188.02,NA,NA,382.04,393.7,0.36177425901425,0.769888977345047,0.0781150726691842
"RSTD","123",100,192.57,NA,NA,391.14,402.8,0.659940620881702,0.877194129711458,0.740572054413843
"RSTD","124",100,106.64,NA,NA,219.28,230.94,0.132292095533226,0.63658129944271,0.740572054413843
"RSTD","125",100,89.15,NA,NA,184.3,195.96,0.0983951295577735,0.635954719749459,0.740572054413843
"RSTD","126",100,106.17,NA,NA,218.34,230,0.366553679135918,0.976038439884082,0.740572054413843
"RSTD","127",100,181.69,NA,NA,369.38,381.04,0.077145009549521,0.0974649041614695,0.758566158338216
"RSTD","128",100,304.34,NA,NA,614.68,626.34,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","129",100,174.48,NA,NA,354.96,366.62,0.875407456091967,0.667489721123397,4.57755011597996
"Utility","1",100,242.48,NA,NA,490.96,502.62,0.360869079828262,0.102165415883064,0.740572050213814
"Utility","2",100,199.67,NA,NA,405.34,417,0.917513835383198,0.810586687593802,0.815976485989516
"Utility","3",100,172.12,NA,NA,350.24,361.9,0.934422629476149,0.541393902396077,5.88724653875211
"Utility","4",100,111.96,NA,NA,229.92,241.58,0.937107709290581,0.676952899655842,6.97064224133671
"Utility","5",100,253.82,NA,NA,513.64,525.3,0.920972677593499,0.648074116330024,5.0002556970452
"Utility","6",100,255.58,NA,NA,517.16,528.82,0.0893559407443966,0.00847448467529536,0.740572054413843
"Utility","7",100,141.28,NA,NA,288.56,300.22,0.925024070370573,0.805874104912445,1.64721641665278
"Utility","8",100,146.64,NA,NA,299.28,310.94,0.96656363829427,0.528464419924579,4.51898825768606
"Utility","9",100,213.49,NA,NA,432.98,444.64,0.99048587889901,0.48959977245814,5.39579700267077
"Utility","10",100,138.42,NA,NA,282.84,294.5,0.97421794405044,0.480337397898179,9.89328678180549
